phi,constraint,S_times_Ms,psi_s,regime
0.8567796610169492,3.7,0.7760453755382636,0.1797026739966066,underdriven_or_overconstrained
0.8567796610169492,3.8000000000000003,0.7761155095788008,0.1749894692649794,underdriven_or_overconstrained
0.8567796610169492,3.9000000000000004,0.7760276885159824,0.17048326664268976,underdriven_or_overconstrained
0.8567796610169492,4.0,0.7757926874980865,0.16617084895350967,underdriven_or_overconstrained
0.8567796610169492,4.1,0.7754204270886591,0.16204010991869255,underdriven_or_overconstrained
0.8567796610169492,4.2,0.7749200555025215,0.15807993868302042,underdriven_or_overconstrained
0.8567796610169492,4.3,0.7743000215316201,0.15428011859843677,underdriven_or_overconstrained
0.8567796610169492,4.3999999999999995,0.7735681393675985,0.1506312382320189,underdriven_or_overconstrained
0.8567796610169492,4.5,0.7727316463524156,0.14712461289308706,underdriven_or_overconstrained
0.8567796610169492,4.6,0.7717972545410102,0.14375221524336065,underdriven_or_overconstrained
0.8567796610169492,4.7,0.7707711968359364,0.14050661377589826,underdriven_or_overconstrained
0.8567796610169492,4.8,0.7696592683490802,0.1373809181322246,underdriven_or_overconstrained
0.8567796610169492,4.9,0.7684668635567374,0.13436873037977545,underdriven_or_overconstrained
0.8567796610169492,5.0,0.7671990097388312,0.13146410149931498,underdriven_or_overconstrained
0.8567796610169492,5.1,0.7658603971286801,0.12866149243886602,underdriven_or_overconstrained
0.8567796610169492,5.2,0.7644554061447085,0.12595573918062258,underdriven_or_overconstrained
0.8567796610169492,5.3,0.7629881320283305,0.12334202134324308,underdriven_or_overconstrained
0.8567796610169492,5.4,0.7614624071717104,0.12081583390624596,underdriven_or_overconstrained
0.8567796610169492,5.5,0.759881821384181,0.11837296169790558,underdriven_or_overconstrained
0.8567796610169492,5.6,0.7582497403159535,0.11600945633465937,underdriven_or_overconstrained
0.8567796610169492,5.7,0.7565693222316372,0.11372161533990267,underdriven_or_overconstrained
0.8567796610169492,5.8,0.75484353330345,0.11150596320423554,underdriven_or_overconstrained
0.8567796610169492,5.9,0.7530751615742912,0.10935923417862806,underdriven_or_overconstrained
0.8567796610169492,6.0,0.7512668297236973,0.10727835661732459,underdriven_or_overconstrained
0.9576271186440679,0.1,0.26186335301816066,2.507674482292555,overload_or_unbounded
0.9576271186440679,0.2,0.33560349552506724,1.6069150421327372,overload_or_unbounded
0.9576271186440679,0.30000000000000004,0.3971744487914306,1.2678167433172784,overload_or_unbounded
0.9576271186440679,0.4,0.44919020134999316,1.0753917956048564,near_critical
0.9576271186440679,0.5,0.49356763506833756,0.9453075044529179,near_critical
0.9576271186440679,0.6,0.5317443712585768,0.8486880501725873,underdriven_or_overconstrained
0.9576271186440679,0.7000000000000001,0.5648197299230839,0.7726952721708049,underdriven_or_overconstrained
0.9576271186440679,0.8,0.5936487025833703,0.7106176206771275,underdriven_or_overconstrained
0.9576271186440679,0.9,0.6189062494772761,0.6585348982197006,underdriven_or_overconstrained
0.9576271186440679,1.0,0.6411323075955732,0.613965684392371,underdriven_or_overconstrained
0.9576271186440679,1.1,0.6607639392781867,0.5752413338862489,underdriven_or_overconstrained
0.9576271186440679,1.2000000000000002,0.6781587130101622,0.5411859786027423,underdriven_or_overconstrained
0.9576271186440679,1.3000000000000003,0.693611984878335,0.5109397281046404,underdriven_or_overconstrained
0.9576271186440679,1.4000000000000001,0.7073698596626713,0.4838546860888733,underdriven_or_overconstrained
0.9576271186440679,1.5000000000000002,0.7196390412645793,0.4594305743666524,underdriven_or_overconstrained
0.9576271186440679,1.6,0.7305944099583965,0.43727313731620127,underdriven_or_overconstrained
0.9576271186440679,1.7000000000000002,0.7403849158082021,0.41706627859584666,underdriven_or_overconstrained
0.9576271186440679,1.8000000000000003,0.7491382092086277,0.3985528137503528,underdriven_or_overconstrained
0.9576271186440679,1.9000000000000001,0.7569643133818089,0.3815208180737931,underdriven_or_overconstrained
0.9576271186440679,2.0,0.7639585623740562,0.3657937184248659,underdriven_or_overconstrained
0.9576271186440679,2.1,0.7702039704071445,0.3512229566424832,underdriven_or_overconstrained
0.9576271186440679,2.2,0.7757731569754126,0.3376824604708075,underdriven_or_overconstrained
0.9576271186440679,2.3000000000000003,0.780729921924409,0.3250644111181217,underdriven_or_overconstrained
0.9576271186440679,2.4000000000000004,0.7851305425737141,0.31327595801846636,underdriven_or_overconstrained
0.9576271186440679,2.5000000000000004,0.7890248484751069,0.30223663687351543,underdriven_or_overconstrained
0.9576271186440679,2.6,0.7924571170436566,0.291876317555193,underdriven_or_overconstrained
0.9576271186440679,2.7,0.7954668239506438,0.28213355651733446,underdriven_or_overconstrained
0.9576271186440679,2.8000000000000003,0.7980892750327201,0.27295426173939885,underdriven_or_overconstrained
0.9576271186440679,2.9000000000000004,0.8003561409836243,0.2642906017859426,underdriven_or_overconstrained
0.9576271186440679,3.0000000000000004,0.8022959118415137,0.2561001074522346,underdriven_or_overconstrained
0.9576271186440679,3.1,0.8039342849653419,0.2483449267388837,underdriven_or_overconstrained
0.9576271186440679,3.2,0.8052944975854524,0.24099120293208717,underdriven_or_overconstrained
0.9576271186440679,3.3000000000000003,0.8063976129511872,0.23400855229451503,underdriven_or_overconstrained
0.9576271186440679,3.4000000000000004,0.8072627674578109,0.22736962293801755,underdriven_or_overconstrained
0.9576271186440679,3.5000000000000004,0.807907384822637,0.2210497203025617,underdriven_or_overconstrained
0.9576271186440679,3.6,0.8083473623246127,0.21502648762401422,underdriven_or_overconstrained
0.9576271186440679,3.7,0.808597233268124,0.20927963206435643,underdriven_or_overconstrained
0.9576271186440679,3.8000000000000003,0.8086703091383295,0.2037906889666174,underdriven_or_overconstrained
0.9576271186440679,3.9000000000000004,0.8085788043492332,0.19854281810400556,underdriven_or_overconstrained
0.9576271186440679,4.0,0.8083339460215176,0.19352062690769387,underdriven_or_overconstrained
0.9576271186440679,4.1,0.8079460708448768,0.18871001654706718,underdriven_or_overconstrained
0.9576271186440679,4.2,0.8074247107634817,0.18409804745010783,underdriven_or_overconstrained
0.9576271186440679,4.3,0.8067786689607644,0.17967282142799842,underdriven_or_overconstrained
0.9576271186440679,4.3999999999999995,0.8060160874010255,0.17542337803604757,underdriven_or_overconstrained
0.9576271186440679,4.5,0.8051445070024491,0.17133960318507865,underdriven_or_overconstrained
0.9576271186440679,4.6,0.8041709213626059,0.16741214833082993,underdriven_or_overconstrained
0.9576271186440679,4.7,0.8031018248282432,0.16363235882724758,underdriven_or_overconstrained
0.9576271186440679,4.8,0.8019432555919529,0.1599922102434511,underdriven_or_overconstrained
0.9576271186440679,4.9,0.8007008344057495,0.15648425162201607,underdriven_or_overconstrained
0.9576271186440679,5.0,0.7993797994229221,0.15310155480472917,underdriven_or_overconstrained
0.9576271186440679,5.1,0.7979850376124608,0.14983766907645082,underdriven_or_overconstrained
0.9576271186440679,5.2,0.7965211131330214,0.1466865804824502,underdriven_or_overconstrained
0.9576271186440679,5.3,0.7949922930042678,0.1436426752630033,underdriven_or_overconstrained
0.9576271186440679,5.4,0.7934025703711861,0.14070070692395487,underdriven_or_overconstrained
0.9576271186440679,5.5,0.7917556856205972,0.13785576652562015,underdriven_or_overconstrained
0.9576271186440679,5.6,0.7900551455776611,0.13510325582668845,underdriven_or_overconstrained
0.9576271186440679,5.7,0.7883042409829789,0.13243886296621563,underdriven_or_overconstrained
0.9576271186440679,5.8,0.7865060624272867,0.1298585404066093,underdriven_or_overconstrained
0.9576271186440679,5.9,0.7846635149002229,0.12735848489475032,underdriven_or_overconstrained
0.9576271186440679,6.0,0.782779331091761,0.12493511922792234,underdriven_or_overconstrained
1.0584745762711865,0.1,0.2713723150863262,2.8724069622273,overload_or_unbounded
1.0584745762711865,0.2,0.3477901603336795,1.8406352129523968,overload_or_unbounded
1.0584745762711865,0.30000000000000004,0.4115969203762207,1.452216252965818,overload_or_unbounded
1.0584745762711865,0.4,0.465501504695034,1.2318037698391895,overload_or_unbounded
1.0584745762711865,0.5,0.5114904022896583,1.0827991736606493,near_critical
1.0584745762711865,0.6,0.5510534383654494,0.9721267577944157,near_critical
1.0584745762711865,0.7000000000000001,0.5853298521883313,0.8850810961056003,near_critical
1.0584745762711865,0.8,0.6152056823196279,0.8139744673911178,underdriven_or_overconstrained
1.0584745762711865,0.9,0.6413803986172739,0.7543164951722929,underdriven_or_overconstrained
1.0584745762711865,1.0,0.6644135446351789,0.7032648451265581,underdriven_or_overconstrained
1.0584745762711865,1.1,0.6847580536213731,0.6589081733228774,underdriven_or_overconstrained
1.0584745762711865,1.2000000000000002,0.7027844783335077,0.6198995857616886,underdriven_or_overconstrained
1.0584745762711865,1.3000000000000003,0.718798900031658,0.5852541239501569,underdriven_or_overconstrained
1.0584745762711865,1.4000000000000001,0.7330563602217223,0.5542296573347041,underdriven_or_overconstrained
1.0584745762711865,1.5000000000000002,0.7457710687792555,0.5262531440142881,underdriven_or_overconstrained
1.0584745762711865,1.6,0.7571242563513219,0.5008729852663141,underdriven_or_overconstrained
1.0584745762711865,1.7000000000000002,0.7672702817791094,0.4777271096421274,underdriven_or_overconstrained
1.0584745762711865,1.8000000000000003,0.7763414307861207,0.45652092610728096,underdriven_or_overconstrained
1.0584745762711865,1.9000000000000001,0.7844517218333589,0.43701168624882486,underdriven_or_overconstrained
1.0584745762711865,2.0,0.7916999508025523,0.4189971349798254,underdriven_or_overconstrained
1.0584745762711865,2.1,0.7981721463849574,0.4023071068744196,underdriven_or_overconstrained
1.0584745762711865,2.2,0.8039435650839067,0.38679719290824316,underdriven_or_overconstrained
1.0584745762711865,2.3000000000000003,0.8090803234887937,0.37234389242354576,underdriven_or_overconstrained
1.0584745762711865,2.4000000000000004,0.8136407424999097,0.3588408500644022,underdriven_or_overconstrained
1.0584745762711865,2.5000000000000004,0.8176764611139686,0.3461958982818124,underdriven_or_overconstrained
1.0584745762711865,2.6,0.8212333645779704,0.3343287067659338,underdriven_or_overconstrained
1.0584745762711865,2.7,0.8243523620309043,0.32316889522178266,underdriven_or_overconstrained
1.0584745762711865,2.8000000000000003,0.8270700413592308,0.3126545041336801,underdriven_or_overconstrained
1.0584745762711865,2.9000000000000004,0.8294192233046883,0.3027307451512436,underdriven_or_overconstrained
1.0584745762711865,3.0000000000000004,0.8314294324552827,0.2933489720724994,underdriven_or_overconstrained
1.0584745762711865,3.1,0.8331272993101292,0.2844658274571764,underdriven_or_overconstrained
1.0584745762711865,3.2,0.8345369049058514,0.27604253025090264,underdriven_or_overconstrained
1.0584745762711865,3.3000000000000003,0.8356800773549798,0.26804427750805593,underdriven_or_overconstrained
1.0584745762711865,3.4000000000000004,0.8365766479467173,0.2604397391040503,underdriven_or_overconstrained
1.0584745762711865,3.5000000000000004,0.8372446731003766,0.25320062874149407,underdriven_or_overconstrained
1.0584745762711865,3.6,0.8377006273678254,0.24630133794312942,underdriven_or_overconstrained
1.0584745762711865,3.7,0.8379595717967877,0.23971862234864585,underdriven_or_overconstrained
1.0584745762711865,3.8000000000000003,0.8380353012482212,0.23343133168131766,underdriven_or_overconstrained
1.0584745762711865,3.9000000000000004,0.837940473674327,0.22742017636228473,underdriven_or_overconstrained
1.0584745762711865,4.0,0.8376867238827105,0.2216675250274376,underdriven_or_overconstrained
1.0584745762711865,4.1,0.8372847639160471,0.21615722822057523,underdriven_or_overconstrained
1.0584745762711865,4.2,0.8367444718490163,0.21087446435420126,underdriven_or_overconstrained
1.0584745762711865,4.3,0.8360749705322981,0.20580560468956255,underdriven_or_overconstrained
1.0584745762711865,4.3999999999999995,0.8352846975867968,0.2009380946236343,underdriven_or_overconstrained
1.0584745762711865,4.5,0.8343814677617013,0.19626034900835496,underdriven_or_overconstrained
1.0584745762711865,4.6,0.833372528610904,0.19176165958640737,underdriven_or_overconstrained
1.0584745762711865,4.7,0.8322646103083355,0.18743211292374884,underdriven_or_overconstrained
1.0584745762711865,4.8,0.8310639703095875,0.1832625174641022,underdriven_or_overconstrained
1.0584745762711865,4.9,0.8297764334712848,0.17924433853435398,underdriven_or_overconstrained
1.0584745762711865,5.0,0.8284074281581396,0.17536964029991803,underdriven_or_overconstrained
1.0584745762711865,5.1,0.8269620187981188,0.17163103381170663,underdriven_or_overconstrained
1.0584745762711865,5.2,0.8254449352867447,0.1680216304063142,underdriven_or_overconstrained
1.0584745762711865,5.3,0.8238605995906317,0.16453499982230557,underdriven_or_overconstrained
1.0584745762711865,5.4,0.8222131498565922,0.16116513248130626,underdriven_or_overconstrained
1.0584745762711865,5.5,0.8205064622949435,0.1579064054555292,underdriven_or_overconstrained
1.0584745762711865,5.6,0.8187441710730919,0.15475355170555266,underdriven_or_overconstrained
1.0584745762711865,5.7,0.8169296864272726,0.15170163222534397,underdriven_or_overconstrained
1.0584745762711865,5.8,0.8150662111758772,0.14874601077712896,underdriven_or_overconstrained
1.0584745762711865,5.9,0.8131567557965244,0.14588233093792857,underdriven_or_overconstrained
1.0584745762711865,6.0,0.8112041522105045,0.1431064952134068,underdriven_or_overconstrained
1.1593220338983052,0.1,0.279993077400872,3.2460214396982447,overload_or_unbounded
1.1593220338983052,0.2,0.3588385102975314,2.0800469579958603,overload_or_unbounded
1.1593220338983052,0.30000000000000004,0.4246722380217723,1.6411062757451538,overload_or_unbounded
1.1593220338983052,0.4,0.4802892247605931,1.3920247022722276,overload_or_unbounded
1.1593220338983052,0.5,0.5277390648804161,1.223639052129507,overload_or_unbounded
1.1593220338983052,0.6,0.56855891129201,1.0985714557167652,near_critical
1.1593220338983052,0.7000000000000001,0.6039241938024295,1.000203749542038,near_critical
1.1593220338983052,0.8,0.6347490980145869,0.919848269156732,near_critical
1.1593220338983052,0.9,0.661755314046393,0.8524305740258622,near_critical
1.1593220338983052,1.0,0.6855201606326239,0.7947386269029063,underdriven_or_overconstrained
1.1593220338983052,1.1,0.7065109594819543,0.7446124750164204,underdriven_or_overconstrained
1.1593220338983052,1.2000000000000002,0.7251100348079694,0.7005300336280382,underdriven_or_overconstrained
1.1593220338983052,1.3000000000000003,0.7416331912420885,0.661378230520976,underdriven_or_overconstrained
1.1593220338983052,1.4000000000000001,0.7563435722670159,0.6263184060903618,underdriven_or_overconstrained
1.1593220338983052,1.5000000000000002,0.7694621926249785,0.5947029827745597,underdriven_or_overconstrained
1.1593220338983052,1.6,0.781176040169084,0.5660216223259041,underdriven_or_overconstrained
1.1593220338983052,1.7000000000000002,0.791644377302185,0.5398651585988978,underdriven_or_overconstrained
1.1593220338983052,1.8000000000000003,0.8010036921063757,0.515900683051564,underdriven_or_overconstrained
1.1593220338983052,1.9000000000000001,0.8093716250998743,0.4938538729422962,underdriven_or_overconstrained
1.1593220338983052,2.0,0.8168501106415736,0.4734961658295224,underdriven_or_overconstrained
1.1593220338983052,2.1,0.8235279103208868,0.45463526284058653,underdriven_or_overconstrained
1.1593220338983052,2.2,0.8294826713361131,0.43710797164399184,underdriven_or_overconstrained
1.1593220338983052,2.3000000000000003,0.8347826106213404,0.4207747278297692,underdriven_or_overconstrained
1.1593220338983052,2.4000000000000004,0.8394879017736586,0.405515342382191,underdriven_or_overconstrained
1.1593220338983052,2.5000000000000004,0.8436518242206293,0.39122565950299015,underdriven_or_overconstrained
1.1593220338983052,2.6,0.8473217208590792,0.37781490030483067,underdriven_or_overconstrained
1.1593220338983052,2.7,0.8505398004003716,0.36520353011541384,underdriven_or_overconstrained
1.1593220338983052,2.8000000000000003,0.8533438130288697,0.3533215303339872,underdriven_or_overconstrained
1.1593220338983052,2.9000000000000004,0.8557676221122466,0.3421069862798227,underdriven_or_overconstrained
1.1593220338983052,3.0000000000000004,0.857841690154579,0.33150492433092205,underdriven_or_overconstrained
1.1593220338983052,3.1,0.8595934936337002,0.32146634753715203,underdriven_or_overconstrained
1.1593220338983052,3.2,0.8610478785754442,0.3119474305855953,underdriven_or_overconstrained
1.1593220338983052,3.3000000000000003,0.8622273665122647,0.30290884370538723,underdriven_or_overconstrained
1.1593220338983052,3.4000000000000004,0.8631524187196272,0.2943151816571411,underdriven_or_overconstrained
1.1593220338983052,3.5000000000000004,0.8638416652203057,0.28613447893980104,underdriven_or_overconstrained
1.1593220338983052,3.6,0.8643121039179908,0.2783377961769801,underdriven_or_overconstrained
1.1593220338983052,3.7,0.864579274309038,0.27089886561034454,underdriven_or_overconstrained
1.1593220338983052,3.8000000000000003,0.8646574094797168,0.2637937859429645,underdriven_or_overconstrained
1.1593220338983052,3.9000000000000004,0.8645595694910331,0.2570007585970738,underdriven_or_overconstrained
1.1593220338983052,4.0,0.8642977587568691,0.25049985889394005,underdriven_or_overconstrained
1.1593220338983052,4.1,0.863883029612438,0.24427283681476133,underdriven_or_overconstrained
1.1593220338983052,4.2,0.8633255739320562,0.23830294292555554,underdriven_or_overconstrained
1.1593220338983052,4.3,0.8626348043746228,0.23257477579512892,underdriven_or_overconstrained
1.1593220338983052,4.3999999999999995,0.8618194266013699,0.22707414784103896,underdriven_or_overconstrained
1.1593220338983052,4.5,0.8608875036148697,0.2217879670329834,underdriven_or_overconstrained
1.1593220338983052,4.6,0.8598465132041415,0.21670413228873725,underdriven_or_overconstrained
1.1593220338983052,4.7,0.8587033993424854,0.21181144073215294,underdriven_or_overconstrained
1.1593220338983052,4.8,0.8574646182678828,0.2070995052596158,underdriven_or_overconstrained
1.1593220338983052,4.9,0.8561361798768528,0.20255868109158331,underdriven_or_overconstrained
1.1593220338983052,5.0,0.8547236849785294,0.19818000017807258,underdriven_or_overconstrained
1.1593220338983052,5.1,0.8532323588840177,0.1939551124880918,underdriven_or_overconstrained
1.1593220338983052,5.2,0.8516670817447906,0.18987623334857784,underdriven_or_overconstrained
1.1593220338983052,5.3,0.8500324160013466,0.18593609611286255,underdriven_or_overconstrained
1.1593220338983052,5.4,0.8483326312581968,0.18212790953565808,underdriven_or_overconstrained
1.1593220338983052,5.5,0.8465717268623457,0.17844531931397364,underdriven_or_overconstrained
1.1593220338983052,5.6,0.8447534524288398,0.17488237332364603,underdriven_or_overconstrained
1.1593220338983052,5.7,0.8428813265278688,0.17143349014126144,underdriven_or_overconstrained
1.1593220338983052,5.8,0.8409586537226764,0.16809343049278513,underdriven_or_overconstrained
1.1593220338983052,5.9,0.838988540125589,0.1648572713145369,underdriven_or_overconstrained
1.1593220338983052,6.0,0.8369739076203544,0.1617203821503736,underdriven_or_overconstrained
1.2601694915254238,0.1,0.2878445328422036,3.6273289859013285,overload_or_unbounded
1.2601694915254238,0.2,0.3689009182698584,2.3243884129969468,overload_or_unbounded
1.2601694915254238,0.30000000000000004,0.4365807294207391,1.8338857193464375,overload_or_unbounded
1.2601694915254238,0.4,0.4937573057651836,1.5555447323576865,overload_or_unbounded
1.2601694915254238,0.5,0.5425377155864343,1.3673789543678438,overload_or_unbounded
1.2601694915254238,0.6,0.5845022160308982,1.2276197672852343,overload_or_unbounded
1.2601694915254238,0.7000000000000001,0.6208591978446656,1.1176968852239926,near_critical
1.2601694915254238,0.8,0.6525484818627516,1.0279021107308386,near_critical
1.2601694915254238,0.9,0.6803119955527033,0.9525649127936627,near_critical
1.2601694915254238,1.0,0.7047432465935513,0.8880959387157719,near_critical
1.2601694915254238,1.1,0.7263226611450032,0.8320815077986284,underdriven_or_overconstrained
1.2601694915254238,1.2000000000000002,0.7454432844054449,0.7828207372252094,underdriven_or_overconstrained
1.2601694915254238,1.3000000000000003,0.7624297766752101,0.7390698030743398,underdriven_or_overconstrained
1.2601694915254238,1.4000000000000001,0.7775526604027556,0.6998915290671293,underdriven_or_overconstrained
1.2601694915254238,1.5000000000000002,0.7910391479385371,0.6645622672229404,underdriven_or_overconstrained
1.2601694915254238,1.6,0.8030814705752872,0.6325117302677182,underdriven_or_overconstrained
1.2601694915254238,1.7000000000000002,0.8138433566893427,0.6032826876356194,underdriven_or_overconstrained
1.2601694915254238,1.8000000000000003,0.8234651217077625,0.5765031242841068,underdriven_or_overconstrained
1.2601694915254238,1.9000000000000001,0.8320677049777765,0.5518664929981951,underdriven_or_overconstrained
1.2601694915254238,2.0,0.8397558992613646,0.5291173822888345,underdriven_or_overconstrained
1.2601694915254238,2.1,0.8466209551654208,0.50804090408837,underdriven_or_overconstrained
1.2601694915254238,2.2,0.8527426972403533,0.48845469599245195,underdriven_or_overconstrained
1.2601694915254238,2.3000000000000003,0.8581912553326098,0.47020279907133045,underdriven_or_overconstrained
1.2601694915254238,2.4000000000000004,0.8630284904035558,0.45315090580158446,underdriven_or_overconstrained
1.2601694915254238,2.5000000000000004,0.8673091759214461,0.43718262528650514,underdriven_or_overconstrained
1.2601694915254238,2.6,0.8710819823539471,0.4221965149153583,underdriven_or_overconstrained
1.2601694915254238,2.7,0.8743903020124584,0.40810369714140793,underdriven_or_overconstrained
1.2601694915254238,2.8000000000000003,0.8772729436571235,0.3948259283347889,underdriven_or_overconstrained
1.2601694915254238,2.9000000000000004,0.8797647202388152,0.38229402074667396,underdriven_or_overconstrained
1.2601694915254238,3.0000000000000004,0.8818969484791347,0.37044654304759134,underdriven_or_overconstrained
1.2601694915254238,3.1,0.8836978753404694,0.35922874265480537,underdriven_or_overconstrained
1.2601694915254238,3.2,0.88519304357111,0.34859164613088994,underdriven_or_overconstrained
1.2601694915254238,3.3000000000000003,0.8864056062434399,0.33849130366820623,underdriven_or_overconstrained
1.2601694915254238,3.4000000000000004,0.8873565983999413,0.3288881510021716,underdriven_or_overconstrained
1.2601694915254238,3.5000000000000004,0.8880651724791385,0.3197464676698496,underdriven_or_overconstrained
1.2601694915254238,3.6,0.8885488030332332,0.31103391480942044,underdriven_or_overconstrained
1.2601694915254238,3.7,0.8888234653110086,0.30272113900995645,underdriven_or_overconstrained
1.2601694915254238,3.8000000000000003,0.8889037915173253,0.2947814313082655,underdriven_or_overconstrained
1.2601694915254238,3.9000000000000004,0.8888032079382692,0.28719043246506,underdriven_or_overconstrained
1.2601694915254238,4.0,0.8885340556107614,0.279925877265509,underdriven_or_overconstrained
1.2601694915254238,4.1,0.8881076967952399,0.2729673718756763,underdriven_or_overconstrained
1.2601694915254238,4.2,0.8875346091625412,0.2662961993189465,underdriven_or_overconstrained
1.2601694915254238,4.3,0.8868244693176323,0.2598951489703034,underdriven_or_overconstrained
1.2601694915254238,4.3999999999999995,0.8859862270424639,0.2537483666433251,underdriven_or_overconstrained
1.2601694915254238,4.5,0.8850281714391461,0.2478412223973654,underdriven_or_overconstrained
1.2601694915254238,4.6,0.8839579899859089,0.2421601936457345,underdriven_or_overconstrained
1.2601694915254238,4.7,0.8827828213762122,0.23669276151937027,underdriven_or_overconstrained
1.2601694915254238,4.8,0.8815093028913168,0.23142731874989197,underdriven_or_overconstrained
1.2601694915254238,4.9,0.8801436129548895,0.22635308759320663,underdriven_or_overconstrained
1.2601694915254238,5.0,0.878691509431745,0.22146004652966184,underdriven_or_overconstrained
1.2601694915254238,5.1,0.8771583641591013,0.2167388646567936,underdriven_or_overconstrained
1.2601694915254238,5.2,0.8755491941357142,0.21218084284221103,underdriven_or_overconstrained
1.2601694915254238,5.3,0.873868689740239,0.20777786083206518,underdriven_or_overconstrained
1.2601694915254238,5.4,0.8721212403037525,0.20352232961890773,underdriven_or_overconstrained
1.2601694915254238,5.5,0.8703109573213706,0.19940714846485028,underdriven_or_overconstrained
1.2601694915254238,5.6,0.8684416955533659,0.19542566605445752,underdriven_or_overconstrained
1.2601694915254238,5.7,0.8665170722362856,0.19157164531896473,underdriven_or_overconstrained
1.2601694915254238,5.8,0.8645404845986325,0.1878392315310004,underdriven_or_overconstrained
1.2601694915254238,5.9,0.8625151258531097,0.18422292331852547,underdriven_or_overconstrained
1.2601694915254238,6.0,0.8604439998177766,0.18071754628941158,underdriven_or_overconstrained
1.3610169491525426,0.1,0.2950252609342758,4.015343805597008,overload_or_unbounded
1.3610169491525426,0.2,0.378103723551082,2.5730278814535503,overload_or_unbounded
1.3610169491525426,0.30000000000000004,0.4474719125092414,2.0300561906492702,overload_or_unbounded
1.3610169491525426,0.4,0.5060748471864673,1.7219411114014127,overload_or_unbounded
1.3610169491525426,0.5,0.5560721599507323,1.5136472692896208,overload_or_unbounded
1.3610169491525426,0.6,0.5990835299126956,1.3589380636155217,overload_or_unbounded
1.3610169491525426,0.7000000000000001,0.6363474929988716,1.2372567478888472,overload_or_unbounded
1.3610169491525426,0.8,0.6688273153319272,1.1378566402786816,near_critical
1.3610169491525426,0.9,0.6972834329102333,1.0544606339489973,near_critical
1.3610169491525426,1.0,0.7223241593819371,0.983095423701179,near_critical
1.3610169491525426,1.1,0.744441905882063,0.9210891377862813,near_critical
1.3610169491525426,1.2000000000000002,0.7640395227307744,0.866558950215836,near_critical
1.3610169491525426,1.3000000000000003,0.7814497693828891,0.8181279854165058,underdriven_or_overconstrained
1.3610169491525426,1.4000000000000001,0.7969499168887084,0.7747588175080302,underdriven_or_overconstrained
1.3610169491525426,1.5000000000000002,0.8107728457629977,0.7356503899973866,underdriven_or_overconstrained
1.3610169491525426,1.6,0.8231155828060861,0.7001714120691602,underdriven_or_overconstrained
1.3610169491525426,1.7000000000000002,0.834145940852472,0.6678157432747109,underdriven_or_overconstrained
1.3610169491525426,1.8000000000000003,0.844007735715061,0.6381715741800321,underdriven_or_overconstrained
1.3610169491525426,1.9000000000000001,0.8528249237605815,0.6108995662620401,underdriven_or_overconstrained
1.3610169491525426,2.0,0.8607049119689122,0.5857169867042683,underdriven_or_overconstrained
1.3610169491525426,2.1,0.8677412273347935,0.5623859608957541,underdriven_or_overconstrained
1.3610169491525426,2.2,0.8740156857557893,0.5407046191540051,underdriven_or_overconstrained
1.3610169491525426,2.3000000000000003,0.8796001665760823,0.5205003196467163,underdriven_or_overconstrained
1.3610169491525426,2.4000000000000004,0.8845580739746175,0.5016243879954928,underdriven_or_overconstrained
1.3610169491525426,2.5000000000000004,0.8889455478287257,0.483947982987435,underdriven_or_overconstrained
1.3610169491525426,2.6,0.8928124727663388,0.46735881071145385,underdriven_or_overconstrained
1.3610169491525426,2.7,0.8962033235873317,0.45175848640340704,underdriven_or_overconstrained
1.3610169491525426,2.8000000000000003,0.8991578771965314,0.4370603967244641,underdriven_or_overconstrained
1.3610169491525426,2.9000000000000004,0.9017118150078377,0.4231879529230238,underdriven_or_overconstrained
1.3610169491525426,3.0000000000000004,0.9038972349870199,0.41007315236981745,underdriven_or_overconstrained
1.3610169491525426,3.1,0.9057430887607307,0.3976553856068162,underdriven_or_overconstrained
1.3610169491525426,3.2,0.9072755562807137,0.385880440515579,underdriven_or_overconstrained
1.3610169491525426,3.3000000000000003,0.9085183682086353,0.37469966598435245,underdriven_or_overconstrained
1.3610169491525426,3.4000000000000004,0.909493084338721,0.3640692655653006,underdriven_or_overconstrained
1.3610169491525426,3.5000000000000004,0.9102193348967645,0.35394969778310015,underdriven_or_overconstrained
1.3610169491525426,3.6,0.9107150303647615,0.3443051644928925,underdriven_or_overconstrained
1.3610169491525426,3.7,0.9109965445188409,0.33510317235393006,underdriven_or_overconstrained
1.3610169491525426,3.8000000000000003,0.911078874586897,0.3263141553493659,underdriven_or_overconstrained
1.3610169491525426,3.9000000000000004,0.9109757817945353,0.3179111485358591,underdriven_or_overconstrained
1.3610169491525426,4.0,0.9106999150449744,0.3098695049919977,underdriven_or_overconstrained
1.3610169491525426,4.1,0.9102629200478528,0.30216664935858867,underdriven_or_overconstrained
1.3610169491525426,4.2,0.9096755358557486,0.29478186250692745,underdriven_or_overconstrained
1.3610169491525426,4.3,0.9089476804715403,0.287696092794106,underdriven_or_overconstrained
1.3610169491525426,4.3999999999999995,0.908088526943364,0.2808917901138372,underdriven_or_overconstrained
1.3610169491525426,4.5,0.9071065711578311,0.27435275956299005,underdriven_or_overconstrained
1.3610169491525426,4.6,0.9060096923692338,0.2680640320458713,underdriven_or_overconstrained
1.3610169491525426,4.7,0.9048052073568067,0.262011749551935,underdriven_or_overconstrained
