phi,constraint,S_times_Ms,psi_s,regime
0.3525423728813559,1.6,0.4883350231598406,0.10759924239115133,underdriven_or_overconstrained
0.3525423728813559,1.7000000000000002,0.49487907391596897,0.10262696647509624,underdriven_or_overconstrained
0.3525423728813559,1.8000000000000003,0.5007298437509929,0.09807138182693645,underdriven_or_overconstrained
0.3525423728813559,1.9000000000000001,0.5059608730479176,0.09388034040496598,underdriven_or_overconstrained
0.3525423728813559,2.0,0.5106358838296307,0.09001039308183319,underdriven_or_overconstrained
0.3525423728813559,2.1,0.5148103634518529,0.08642498434058549,underdriven_or_overconstrained
0.3525423728813559,2.2,0.5185328513531107,0.08309309174225503,underdriven_or_overconstrained
0.3525423728813559,2.3000000000000003,0.5218459918496331,0.07998818445447581,underdriven_or_overconstrained
0.3525423728813559,2.4000000000000004,0.5247874011424012,0.07708741485707588,underdriven_or_overconstrained
0.3525423728813559,2.5000000000000004,0.5273903856939206,0.07437098320293929,underdriven_or_overconstrained
0.3525423728813559,2.6,0.5296845408750546,0.07182163266102434,underdriven_or_overconstrained
0.3525423728813559,2.7,0.5316962525335267,0.06942424389640524,underdriven_or_overconstrained
0.3525423728813559,2.8000000000000003,0.533449119366951,0.06716550655467664,underdriven_or_overconstrained
0.3525423728813559,2.9000000000000004,0.5349643103149602,0.06503365081561176,underdriven_or_overconstrained
0.3525423728813559,3.0000000000000004,0.5362608683420961,0.0630182263362463,underdriven_or_overconstrained
0.3525423728813559,3.1,0.5373559697642583,0.06110991892343668,underdriven_or_overconstrained
0.3525423728813559,3.2,0.5382651465281234,0.059300397498861054,underdriven_or_overconstrained
0.3525423728813559,3.3000000000000003,0.539002477474448,0.05758218557508226,underdriven_or_overconstrained
0.3525423728813559,3.4000000000000004,0.5395807535196383,0.055948552707918625,underdriven_or_overconstrained
0.3525423728813559,3.5000000000000004,0.5400116208127504,0.054393422338524004,underdriven_or_overconstrained
0.3525423728813559,3.6,0.5403057052194862,0.05291129316650336,underdriven_or_overconstrained
0.3525423728813559,3.7,0.540472720914273,0.0514971717591245,underdriven_or_overconstrained
