step,network_efficiency,mean_s,mean_ms
113,9.864748334993946,10.986954942599882,11.40084168541147
114,9.864880058080747,11.222634896408865,11.64755439173376
115,9.865131857777515,11.458863555243381,11.895016464568764
116,9.865263207558948,11.693952309167843,12.141605414537894
117,9.865513603767356,11.929592396355272,12.388944156336478
118,9.865644581943695,12.16409142839492,12.635409411830626
119,9.865893578759032,12.399144415364386,12.88262488425831
120,9.866024187025303,12.633055199823934,13.128966507124709
121,9.86627178853298,12.867522554325973,13.376058771816181
122,9.866402028578994,13.100846561824376,13.622276823871147
123,9.866648238854538,13.33472974794016,13.869245942430274
124,9.866778112364885,13.567468445419815,14.11534048545921
125,9.86702293547397,13.80076892357031,14.362186519459058
126,9.867152444128044,14.032923774306267,14.60815761521648
127,9.867395884126498,14.265643001261385,14.85488062619933
128,9.867525029598497,14.497215464870498,15.100728336408874
129,9.867767090532316,14.729354893758229,15.34732838588623
130,9.86789587449126,14.960346426208323,15.593052772240666
131,9.868136560396628,15.191907506523835,15.839529921693284
132,9.868264984506371,15.422319560142801,16.085131045854546
133,9.86850429940967,15.653303737757524,16.33148535673244
134,9.868632365328901,15.883137761242443,16.576963280331622
135,9.868870313246735,16.11354647841313,16.823194814054073
136,9.868998022629002,16.342803916839337,17.068549598691455
137,9.869234607568197,16.572638612217094,17.31465841664705
138,9.869361962061909,16.80132090704724,17.55989012389211
139,9.86959718801954,17.030583015686556,17.80587628743872
140,9.869724189267984,17.25869160477962,18.05098497883016
141,9.869958060231388,17.48738255814734,18.296848549295003
142,9.870084709872733,17.714918875767676,18.541834286340748
143,9.870317229819523,17.943040101751972,18.787575325020356
144,9.870443529486838,18.170005578578255,19.03243816919758
145,9.870674702384914,18.397558501497592,19.278056737357844
146,9.870800653706176,18.623954564631806,19.522796750112978
147,9.871030483513751,18.85094060524385,19.768292908989167
148,9.871156088111858,19.07676867822023,20.012910151737923
149,9.871384578777455,19.303189253730736,20.25828396253467
150,9.871509838270237,19.528450756524677,20.502778496662053
151,9.871736993732727,19.75430728059641,20.748030020553404
152,9.871861909732948,19.979003629633365,20.992401907413722
153,9.872087733921548,20.204297512394916,21.237531205543128
154,9.872212308036932,20.42843012055928,21.481780506460016
155,9.872436804871228,20.65316276861393,21.726787639940355
156,9.872561038704461,20.876733045257883,21.970914416206785
157,9.872784212094418,21.100905861692397,22.215799446120386
158,9.87290810724316,21.32391521264474,22.459803758998685
159,9.873129961089145,21.547529597038164,22.70456674639733
160,9.873253519146044,21.76997942461313,22.94844865711918
161,9.873474057338832,21.99303677304557,23.19308966302413
162,9.873597279891532,22.214928476051597,23.436849232790625
163,9.873816506312332,22.437430181112955,23.681368318192614
164,9.873939394943482,22.658765154861467,23.925005608174228
165,9.874157313463945,22.880712605660175,24.16940283403352
166,9.874279869751216,23.10149224197431,24.412917905370147
167,9.87449648423345,23.322886824146025,24.6571933326165
168,9.874618709749544,23.54311251136938,24.900586246417458
169,9.874834024046132,23.76395560708566,25.144739935950195
170,9.874955920358794,23.983628730090953,25.38801075329425
171,9.87516993831281,24.203921718067942,25.63204276598222
172,9.875291506984832,24.423043658265726,25.8751915479176
173,9.875504232429856,24.642787913772775,26.119101944599226
174,9.875625475019095,24.861360049120062,26.36212875214364
175,9.87583691177923,25.08055694398834,26.605917593626927
176,9.87595782983862,25.29858064899726,26.84882248776757
177,9.876167981728504,25.517231551628374,27.09248983483011
178,9.876288576806061,25.73470819737477,27.335272876523693
179,9.876497447630877,25.952814472749303,27.578818789912702
180,9.87661772126972,26.169745426881335,27.82148004008542
181,9.87682531482523,26.38730843656743,28.06490458051774
182,9.876945268563578,26.603695063314127,28.30744410006538
183,9.877151588636123,26.820716165476014,28.55074732822749
184,9.877271224007316,27.036559825655843,28.79316517801535
185,9.877476274373835,27.253040375062323,29.036347154563373
186,9.877595592906344,27.468342426091706,29.27864339542634
187,9.87779937733439,27.684283774124662,29.521704180986085
188,9.877918380551826,27.899045570026477,29.76387887372863
189,9.878120902799587,28.11444906468935,30.006818528895593
190,9.878239592220712,28.32867195610141,30.248871734291768
191,9.878440856037017,28.543538942027627,30.49169031963115
192,9.878559233175753,28.757224276211158,30.733622098424622
193,9.878759242300097,28.97155609467256,30.976319674471334
194,9.878877308665546,29.184705215520626,31.218130087375407
195,9.879076066828096,29.39850320443588,31.460706714634096
196,9.879193823924542,29.61111745248182,31.702395822331717
197,9.879391334846163,29.82438294642479,31.944851561276778
198,9.87950878417308,30.036463658850618,32.18641942442055
199,9.879705051565345,30.24919798905873,32.42875433549614
200,9.879822194617423,30.460746499703493,32.67020101470834
201,9.880017222182628,30.67295099408608,32.91241515832839
202,9.880134060449768,30.883968633454234,33.153740714200985
203,9.880327851880951,31.09564461660086,33.39583415074923
204,9.880444386848282,31.306132711870603,33.63703864384389
205,9.880636945829238,31.51728150505936,33.87901143367385
206,9.880753178977136,31.727241380090923,34.120094924521965
207,9.880944509182429,31.93786430129672,34.361947127957016
208,9.881060441986511,32.14729727664069,34.602909677059706
209,9.881250547081498,32.35739564054347,34.84464135439304
210,9.881366181012648,32.566303033449095,35.085483022221176
211,9.881555064653483,32.77587815144211,35.32709423371584
212,9.881670401177859,32.98426127586547,35.567815080710055
213,9.88185806701152,33.19331445606351,35.80930588659898
214,9.881973107590555,33.40117462267581,36.04990597316971
215,9.882159559254855,33.60970716992335,36.29127643365568
216,9.882274305345291,33.81704568611912,36.53175582018312
217,9.882459546468896,34.02505890199854,36.77300599543885
218,9.882573999522764,34.231877071903824,37.01336474227303
219,9.882758033725203,34.439372254743546,37.254494692441135
220,9.88287219518986,34.64567137922406,37.494732859901895
221,9.883055026081554,34.852649824106685,37.735742645094916
222,9.88316889739968,35.058431200776006,37.97586029347194
223,9.88335052858194,35.26489419954641,38.21674997377237
224,9.883464111191554,35.470159122774064,38.45674716332521
225,9.88364454625661,35.67610796404756,38.697516798785486
226,9.883757841591084,35.88085772496712,38.93739358974355
227,9.883937084122099,36.08629369413743,39.17804324038609
228,9.884050093610158,36.290529580654706,39.41779969294868
229,9.884228147181238,36.49545395990209,39.6583294187659
230,9.884340872246982,36.69917725670307,39.8979655931022
231,9.884517740423199,36.90359132500234,40.13837545405651
232,9.884630182486111,37.106803313561315,40.37789141030565
233,9.884805868823516,37.31070834668983,40.61818146632949
234,9.884918029298465,37.51341030527741,40.8575772646005
235,9.885092537344107,37.7168075758231,41.09774757559632
236,9.88520441764137,37.919000779514214,41.33702327596819
237,9.885377750933301,38.12189155688355,41.577073901808525
238,9.885489352458569,38.32357727756543,41.816229564330214
239,9.885661514525875,38.525962827991336,42.05616056485761
240,9.885772838680266,38.72714233437152,42.29519624954804
241,9.885943833043076,38.92902392092136,42.535007684575184
242,9.886054881223135,39.12969847853559,42.77392345142327
243,9.886224711392634,39.33107736111906,43.0136153807329
244,9.886335484990365,39.531248232339244,43.25241128969756
245,9.886504154468815,39.732125667716254,43.491983773042534
246,9.88661465487167,39.9317941117584,43.73065988405271
247,9.886782167152424,40.132171353546966,43.970112981156014
248,9.886892395743331,40.33133862647901,44.20866935411069
249,9.887058754310852,40.5312169251631,44.44800312466544
250,9.887168712468211,40.72988427991281,44.68643981943363
251,9.887333920798083,40.92926488285019,44.9256543231031
252,9.887443609895788,41.127433569213025,45.16397139952391
253,9.887607671454738,41.32631772064307,45.403066695941554
254,9.887717092862182,41.523988985289996,45.64126421382415
255,9.88788001110809,41.72237792634146,45.88024036259358
256,9.887989166190179,41.91955301282677,46.118318381717245
257,9.888150944572095,42.11744798152561,46.357175442412284
258,9.88825983468926,42.314128130294705,46.59513402252639
259,9.888420476647426,42.51153036157179,46.83387205469108
260,9.888529103155625,42.707716809968964,47.07171125551512
261,9.88868861212149,42.90462753566786,47.31033031866374
262,9.888796976372227,43.10032151794404,47.54805019988736
263,9.88895535576845,43.2967419668287,47.7865503535044
264,9.889063459108787,43.49194471414918,48.02415097478741
265,9.889220712349278,43.68787611191162,48.26253227832765
266,9.889328556121837,43.88258885236381,48.50001369930002
267,9.889484686611745,44.078032421631846,48.73827621218849
268,9.88959227215473,44.2722563802329,48.97563849245037
269,9.88974728329048,44.467213340577764,49.21378227408239
270,9.889854611937679,44.660949739282316,49.45102547320415
271,9.89000850710698,44.855421307226315,49.68905058294535
272,9.890115580187775,45.048671364934116,49.926174760467546
273,9.89026836276964,45.24265875395825,50.164081257653876
274,9.890375181609027,45.43542368652178,50.40108647308731
275,9.890526854973782,45.62892810707336,50.63887441702506
276,9.89063342089237,45.82120912730547,50.87576072985077
277,9.890783988401676,46.014231786805674,51.11343017981654
278,9.890890302715711,46.206030104487205,51.35019764948584
279,9.891039767722576,46.39857220733866,51.587748664726625
280,9.89114583174394,46.589889029225986,51.8243973506611
281,9.891294197592744,46.781951776820314,52.061829990394266
282,9.891400012628969,46.97278830665293,52.298359951985766
283,9.891547282655472,47.164372897378264,52.53567427539907
284,9.891652850009748,47.35473033588629,52.77208557200978
285,9.89179902754111,47.54583796513482,53.00928163826136
286,9.891904348512309,47.73571751004658,53.245574329223764
287,9.892049436867095,47.92634937022198,53.48265219744225
288,9.892154512749768,48.11575221627146,53.71882634205916
289,9.892298515237984,48.305909496796424,53.955786071343525
290,9.892403347322373,48.49483683573078,54.19184172888813
291,9.892546267245471,48.68452072305443,54.428683378307845
292,9.892650856817522,48.87297374364146,54.66462060802368
293,9.892792697468414,49.06218542124679,54.9013442366187
294,9.892897045809788,49.250165309282345,55.13716309771967
295,9.893037810472867,49.438905957693684,55.37376876450039
296,9.893141918860954,49.62641389600915,55.60946931617081
297,9.89328161081211,49.814684692799446,55.845957080118126
298,9.893385480520028,50.00172186126912,56.081539381512734
299,9.89352410302666,50.189523981067445,56.31790930157808
