phase,pure_mineral_flux,hybrid_flux
baseline_low_drive,0.4639812060221656,0.4550657575413651
surge_high_drive,1.3218930254176215,1.2700551080906661
post_surge_recovery,0.029654702300214397,0.0477682546752802
