time,left,right
12.517899720929684,2.0088454793677726,1.2940155304303675
12.617899720929683,2.0226761616107236,1.2906159095602776
12.717899720929683,2.036751833009342,1.2870573582714169
12.817899720929683,2.051080285196976,1.2833381519616913
12.917899720929682,2.0656695577699717,1.2794565863242653
13.017899720929682,2.080527946277141,1.275410979849004
13.117899720929682,2.0956640104531283,1.2711996764467242
13.217899720929681,2.1110865826993876,1.2668210481992155
13.317899720929681,2.1268047768160736,1.2622734982378585
13.41789972092968,2.14282799698768,1.2575554637534891
13.51789972092968,2.1591659470247313,1.2526654191399746
13.61789972092968,2.1758286398632234,1.2476018792737347
13.71789972092968,2.1928264073228183,1.242363402931187
13.81789972092968,2.2101699101240273,1.236948596345809
13.917899720929679,2.22787014816375,1.2313561169061789
14.017899720929679,2.245938471047558,1.2255846769959986
14.117899720929678,2.2643865888760444,1.2196330479766908
14.217899720929678,2.283226583281352,1.213500064312725
14.317899720929677,2.3024709187086816,1.207184627839327
14.417899720929677,2.32213245393611,1.2006857121716978
14.517899720929677,2.3422244538244623,1.194002367254274
14.617899720929676,2.362760601287213,1.1871337240479338
14.717899720929676,2.3837550094684836,1.1800789993523593
14.817899720929676,2.405222234115106,1.172837500760033
14.917899720929675,2.42717728612646,1.1654086317375465
15.017899720929675,2.4496356442633176,1.1577918968290581
15.117899720929675,2.472613267994272,1.1499869069758284
15.217899720929674,2.496126610455457,1.1419933849448127
15.317899720929674,2.5201926314961596,1.1338111708582745
15.417899720929674,2.54482881077962,1.125440227815325
15.517899720929673,2.570053160904762,1.1168806475951791
15.617899720929673,2.5958842405107894,1.1081326564307608
15.717899720929672,2.622341167322561,1.0991966208400816
15.817899720929672,2.6494436310903637,1.090073053501577
15.917899720929672,2.6772119063731483,1.0807626191582953
16.017899720929673,2.705666865109525,1.0712661405345343
16.117899720929675,2.734829988915738,1.0615846042471788
16.217899720929676,2.764723381044582,1.0517191666926475
16.317899720929677,2.7953697779336504,1.0416711598890056
16.41789972092968,2.8267925602655763,1.0314420972514442
16.51789972092968,2.8590157634569224,1.0210336792779948
16.61789972092968,2.8920640874862005,1.0104477991210357
16.717899720929683,2.9259629059651395,0.9996865480188749
16.817899720929685,2.9607382743507977,0.9887522205604772
16.917899720929686,2.996416937189473,0.9776473197552462
17.017899720929687,3.0330263342766335,0.9663745618787049
17.11789972092969,3.070594605610299,0.9549368810639391
17.21789972092969,3.109150595008523,0.9433374336078082
17.31789972092969,3.14872385225487,0.9315796019601871
17.417899720929693,3.1893446336291547,0.9196669983639167
17.517899720929694,3.231043900674219,0.9076034681126998
17.617899720929696,3.273853317043296,0.8953930923939182
17.717899720929697,3.3178052432665694,0.8830401906832729
17.8178997209297,3.3629327292699895,0.8705493226582637
17.9178997209297,3.4092695044743504,0.8579252895978581
18.0178997209297,3.456849965298112,0.8451731352362407
18.117899720929703,3.505709159883623,0.832298146039303
18.217899720929704,3.555882769863304,0.8193058508735264
18.317899720929706,3.6074070889801435,0.8062020200381332
18.417899720929707,3.660318998375598,0.7929926636328266
18.51789972092971,3.7146559383578324,0.7796840292351089
18.61789972092971,3.770455876464242,0.7662825988630517
18.71789972092971,3.827757271634523,0.7527950852014726
18.817899720929713,3.8865990343142847,0.7392284270717533
18.917899720929714,3.9470204823144375,0.7255897841279771
19.017899720929716,4.009061292258453,0.7118865307646748
19.117899720929717,4.072761446458178,0.6981262492242013
19.21789972092972,4.138161175069292,0.6843167218946286
19.31789972092972,4.205300893389796,0.6704659227919813
19.41789972092972,4.274221134179226,0.6565820082236666
19.517899720929723,4.344962474892628,0.6426733066330176
19.617899720929724,4.417565459741832,0.6287483076279693
19.717899720929726,4.492070516517179,0.6148156502000076
19.817899720929727,4.568517868125752,0.6008841101426421
19.91789972092973,4.646947438827227,0.5869625866817659
20.01789972092973,4.727398755175824,0.5730600883333581
20.11789972092973,4.8099108417064,0.5591857180070647
20.217899720929733,4.894522111434506,0.5453486573772643
20.317899720929734,4.9812702512742,0.531558150546297
20.417899720929736,5.070192102513419,0.517823487027622
20.517899720929737,5.161323536524799,0.5041539840797986
20.61789972092974,5.254699325929741,0.4905589684253672
20.71789972092974,5.350353011475226,0.4770477573919897
20.81789972092974,5.448316764926147,0.46362963951659936
20.917899720929743,5.548621248320565,0.45031385465685914
21.017899720929744,5.651295469981089,0.4371095736579476
21.117899720929746,5.756366637722213,0.42402587762662086
21.217899720929747,5.8638600097407005,0.41107173686864895
21.31789972092975,5.973798743723528,0.3982559895501158
21.41789972092975,6.086203744755191,0.38558732014770203
21.51789972092975,6.201093512652896,0.3730742377579365
21.617899720929753,6.318483989403801,0.3607250543404841
21.717899720929754,6.438388407422608,0.3485478629757942
21.817899720929756,6.560817139389835,0.3365505162228257
21.917899720929757,6.685777550470476,0.3247406046680087
22.01789972092976,6.813273853748907,0.31312543576203083
22.11789972092976,6.943306969748109,0.30171201304633194
22.21789972092976,7.075874390929042,0.29050701587624633
22.317899720929763,7.2109700520885,0.2795167797524128
22.417899720929764,7.348584207590525,0.26874727737623305
22.517899720929766,7.4887033163766334,0.2582041005486501
22.617899720929767,7.6313099357032685,0.24789244303417504
22.71789972092977,7.776382624550283,0.23781708451375855
22.81789972092977,7.923895857631458,0.2279823757506182
22.91789972092977,8.073819950916544,0.2183922250923459
23.017899720929773,8.226120999543694,0.2090500864303923
23.117899720929774,8.380760828961122,0.19995894873423264
23.217899720929775,8.537696960087192,0.19112132727206602
23.317899720929777,8.696882589218818,0.18253925662271067
23.41789972092978,8.858266583349153,0.174214285574395
23.51789972092978,9.021793491477167,0.16614747399539967
23.61789972092978,9.187403572404301,0.15833939174901612
23.717899720929783,9.355032839417396,0.15079011971112208
23.817899720929784,9.524613122153209,0.1434992529329536
23.917899720929785,9.696072145828884,0.13646590597453062
24.017899720929787,9.869333627905595,0.12968872041586701
24.11789972092979,10.044317392130578,0.12316587453380189
24.21789972092979,10.220939499776852,0.11689509511229516
24.31789972092979,10.399112397771702,0.11087367133363486
24.417899720929793,10.578745083275747,0.10509847067752769
24.517899720929794,10.75974328414576,0.09956595673482475
24.617899720929795,10.942009654587826,0.09427220882301669
24.717899720929797,11.125443985184555,0.08921294327196075
24.8178997209298,11.309943426362427,0.08438353623091573
24.9178997209298,11.49540272425456,0.07977904783217625
25.0178997209298,11.68171446781155,0.0753942475327116
25.117899720929802,11.868769345920077,0.07122364044348688
25.217899720929804,12.056456413206822,0.06726149444679681
25.317899720929805,12.244663363135025,0.06350186789514929
25.417899720929807,12.433276806943605,0.059938637681122564
25.517899720929808,12.622182556934963,0.05656552746625512
25.61789972092981,12.811265912587883,0.05337613585842675
25.71789972092981,13.000411947956563,0.05036396433131006
25.817899720929812,13.189505798816016,0.047522444686218676
25.917899720929814,13.378432948027628,0.04484496586590227
26.017899720929815,13.567079507626213,0.042324899941344765
26.117899720929817,13.755332496171059,0.0399556271061726
26.217899720929818,13.943080109957348,0.0377305595286018
26.31789972092982,14.130211986750119,0.03564316392764575
26.41789972092982,14.31661946077968,0.03368698275824834
26.517899720929822,14.502195807823732,0.03185565390876753
26.617899720929824,14.68683647929628,0.030142928833476496
26.717899720929825,14.870439324365393,0.028542689062141465
26.817899720929827,15.052904799229408,0.02704896104795778
26.917899720929828,15.234136162793185,0.025655929333878315
27.01789972092983,15.414039658100714,0.02435794803537491
27.11789972092983,15.592524678996698,0.02314955065468824
27.217899720929832,15.769503921606102,0.02202545825743193
27.317899720929834,15.944893520335954,0.020980586056846915
27.417899720929835,16.118613168216594,0.020010048463913698
27.517899720929837,16.290586221509113,0.019109162672823882
27.617899720929838,16.4607397886108,0.018273450860925897
27.71789972092984,16.629004803390306,0.017498641090168018
27.81789972092984,16.79531608317799,0.016780667003272787
27.917899720929842,16.959612371724166,0.016115666412430295
28.017899720929844,17.121836367517957,0.01549997888126026
28.117899720929845,17.281934737932104,0.01493014240225498
28.217899720929847,17.4398581197238,0.014402889271986734
28.317899720929848,17.59556110647862,0.013915141265169078
28.41789972092985,17.749002223633543,0.013464004206337867
28.51789972092985,17.900143891756308,0.013046762034607666
28.617899720929852,18.048952378791707,0.012660870452808844
28.717899720929854,18.19539774201143,0.01230395024746628
28.817899720929855,18.339453760422895,0.01197378036068508
28.917899720929856,18.481097858404453,0.011668290789199303
29.017899720929858,18.620311021339923,0.01138555537974547
29.11789972092986,18.757077704025,0.011123784583663228
29.21789972092986,18.891385732612154,0.010881318227309356
29.317899720929862,19.023226200849603,0.010656618348595215
29.417899720929864,19.152593361354555,0.01044826214380619
29.517899720929865,19.27948451264121,0.010254935062906626
29.617899720929866,19.403899882601088,0.010075424085835099
29.717899720929868,19.525842509106937,0.009908611206900661
29.81789972092987,19.645318118382864,0.009753467149337527
29.91789972092987,19.762335001752362,0.00960904532739031
30.017899720929872,19.876903891343403,0.009474476069001005
30.117899720929874,19.989037835295857,0.009348961108261136
30.217899720929875,20.098752072981735,0.009231768353278791
30.317899720929876,20.20606391071341,0.009122226931985323
30.417899720929878,20.3109925983794,0.009019722515659384
30.51789972092988,20.413559207411787,0.00892369291756177
30.61789972092988,20.513786510454192,0.008833623962034309
30.717899720929882,20.61169886306455,0.008749045617698691
30.817899720929884,20.70732208775312,0.008669528386973472
30.917899720929885,20.80068336062329,0.008594679942985147
31.017899720929886,20.891811100850894,0.008524142004057477
31.117899720929888,20.98073486320728,0.00845758743529712
31.21789972092989,21.06748523380206,0.008394717566328796
31.31789972092989,21.152093729193783,0.008335259713945695
31.417899720929892,21.23459269899044,0.008278964898308379
31.517899720929893,21.31501523203689,0.008225605741326114
31.617899720929895,21.393395066263192,0.008174974535968913
31.717899720929896,21.469766502246063,0.008126881475467654
31.817899720929898,21.54416432051575,0.008081153031646903
31.9178997209299,21.616623702621958,0.00803763047198501
32.0178997209299,21.68718015595553,0.00799616850539493
32.1178997209299,21.755869442307176,0.007956634047154972
32.2178997209299,21.822727510130246,0.007918905093880437
32.3178997209299,21.88779043046222,0.007882869699905523
32.4178997209299,21.951094336448005,0.007848425046932022
32.517899720929904,22.01267536639825,0.007815476599290242
32.617899720929906,22.07256961030708,0.007783937337642641
32.71789972092991,22.130813059746,0.007753727064436926
32.81789972092991,22.187441561044135,0.007724771774879343
32.91789972092991,22.242490771659554,0.007697003087647129
33.01789972092991,22.295996119641746,0.007670357729989626
33.11789972092991,22.34799276608172,0.007644777072278461
33.217899720929914,22.398515570443337,0.007620206707457367
33.317899720929915,22.447599058667336,0.007596596071210917
33.41789972092992,22.49527739393822,0.007573898099018376
33.51789972092992,22.541584350003305,0.007552068916583949
33.61789972092992,22.586553286933096,0.007531067560438271
33.71789972092992,22.63021712921249,0.007510855725788442
33.81789972092992,22.672608346053092,0.007491397538955925
33.917899720929924,22.713758933818127,0.007472659351983989
34.017899720929925,22.753700400453035,0.007454609557219899
34.11789972092993,22.792463751816722,0.007437218419882735
34.21789972092993,22.83007947981062,0.007420457926816525
34.31789972092993,22.866577552205115,0.007404301649801209
34.41789972092993,22.90198740406554,0.007388724621952024
34.51789972092993,22.936337930682726,0.00737370322588195
34.617899720929934,22.969657481915963,0.007359215092433112
34.717899720929935,23.001973857859394,0.007345239008902231
34.81789972092994,23.03331430574581,0.00733175483579345
34.91789972092994,23.063705518005136,0.0073187434312298235
35.01789972092994,23.093173631398027,0.007306186582243473
35.11789972092994,23.121744227148273,0.0072940669422444605
35.21789972092994,23.149442332000906,0.007282367974040713
35.317899720929944,23.17629242013612,0.007271073897846441
35.417899720929945,23.202318415872384,0.007260169643775091
35.51789972092995,23.227543697095108,0.0072496408083655706
35.61789972092995,23.25199109935052,0.007239473614737803
35.71789972092995,23.275682920547293,0.007229654876016146
35.81789972092995,23.2986409262115,0.007220171961697277
35.91789972092995,23.32088635524336,0.007211012766673267
36.017899720929954,23.34243992612703,0.007202165682651081
36.117899720929955,23.36332184354749,0.00719361957173709
36.21789972092996,23.38355180537108,0.0071853637419795596
36.31789972092996,23.40314900994901,0.00717738792468393
36.41789972092996,23.422132163705385,0.007169682253335172
36.51789972092996,23.440519488973827,0.007162237243978906
36.61789972092996,23.458328732049015,0.0071550437769284676
36.717899720929964,23.47557717142155,0.007148093079678989
36.817899720929965,23.49228162616679,0.00714137671092186
36.91789972092997,23.508458464460162,0.007134886545563977
37.01789972092997,23.524123612193428,0.007128614760665989
37.11789972092997,23.539292561668187,0.007122553822222477
37.21789972092997,23.553980380344605,0.00711669647271483
37.31789972092997,23.568201719624994,0.007111035719374501
37.417899720929974,23.58197082365349,0.0071055648231005365
37.517899720929975,23.595301538114402,0.007100277287980793
37.61789972092998,23.6082073190134,0.007095166851371176
37.71789972092998,23.62070124142681,0.007090227474491629
37.81789972092998,23.63279600820575,0.007085453333501537
37.91789972092998,23.644503958622792,0.0070808388110206845
38.01789972092998,23.655837076950128,0.007076378488065063
38.117899720929984,23.666807000959153,0.0070720671363696
38.217899720929985,23.67742503033235,0.007067899711072388
38.31789972092999,23.68770213497937,0.007063871343737235
38.41789972092999,23.697648963249904,0.007059977335693354
38.51789972092999,23.707275850036922,0.00705621315167282
38.61789972092999,23.71659282476447,0.007052574413728027
38.71789972092999,23.725609619254957,0.007049056895412828
38.817899720929994,23.73433567547157,0.007045656516212349
38.917899720929995,23.742780153131953,0.007042369336207653
39.01789972093,23.75095193718998,0.007039191550962459
39.11789972093,23.758859645182852,0.007036119486620121
39.21789972093,23.766511634441336,0.007033149595199894
39.31789972093,23.773916009161344,0.00703027845008233
39.41789972093,23.781080627335513,0.00702750274167434
39.517899720930004,23.788013107543787,0.007024819273245112
39.617899720930005,23.7947208356024,0.007022224956924658
39.717899720930006,23.801210971070944,0.007019716809857296
39.81789972093001,23.80749045361753,0.007017291950502877
39.91789972093001,23.81356600924231,0.007014947595078984
40.0,23.818406205386164,0.007013081158007374
