period,hydrolysis,final_memory,ratchet_state
2.854838709677419,0.12322580645161291,3.4242061210230834,retained
2.854838709677419,0.14483870967741935,3.0561285495920782,retained
2.854838709677419,0.1664516129032258,2.749206674284631,retained
2.854838709677419,0.18806451612903224,2.4912577089670385,retained
2.854838709677419,0.20967741935483875,2.272777770106626,retained
2.854838709677419,0.2312903225806452,2.0863161540094994,retained
2.854838709677419,0.25290322580645164,1.9260017027668654,retained
2.854838709677419,0.2745161290322581,1.7871832553052829,retained
2.854838709677419,0.29612903225806453,1.6661558673643855,retained
2.854838709677419,0.317741935483871,1.5599516655974448,retained
2.854838709677419,0.3393548387096775,1.4661795318256452,retained
2.854838709677419,0.3609677419354839,1.382901776378609,retained
2.854838709677419,0.38258064516129037,1.308538910013807,retained
2.854838709677419,0.4041935483870968,1.2417958243680656,retained
2.854838709677419,0.42580645161290326,1.1816043348395282,retained
2.854838709677419,0.4474193548387097,1.1270782702763824,retained
2.854838709677419,0.46903225806451615,1.0774782166812753,retained
2.854838709677419,0.4906451612903226,1.0321837157031302,retained
2.854838709677419,0.512258064516129,0.990671241101921,weak_or_lost
2.854838709677419,0.5338709677419355,0.9524966707955516,weak_or_lost
2.854838709677419,0.555483870967742,0.9172812706254672,weak_or_lost
2.854838709677419,0.5770967741935484,0.8847004325115334,weak_or_lost
2.854838709677419,0.5987096774193549,0.8544745820375382,weak_or_lost
2.854838709677419,0.6203225806451613,0.8263618020401023,weak_or_lost
2.854838709677419,0.6419354838709678,0.8001518194400444,weak_or_lost
2.854838709677419,0.6635483870967742,0.7756610798370726,weak_or_lost
2.854838709677419,0.6851612903225807,0.7527286939084068,weak_or_lost
2.854838709677419,0.7067741935483871,0.7312130856437623,weak_or_lost
2.854838709677419,0.7283870967741936,0.7109892081091505,weak_or_lost
2.854838709677419,0.75,0.6919462201782374,weak_or_lost
3.193548387096774,0.08,4.6846245452307915,retained
3.193548387096774,0.10161290322580646,4.06508109342832,retained
3.193548387096774,0.12322580645161291,3.566117211406953,retained
3.193548387096774,0.14483870967741935,3.1602546400212437,retained
3.193548387096774,0.1664516129032258,2.8268353942968645,retained
3.193548387096774,0.18806451612903224,2.5502380036665766,retained
3.193548387096774,0.20967741935483875,2.3185767292787776,retained
3.193548387096774,0.2312903225806452,2.122749781793424,retained
3.193548387096774,0.25290322580645164,1.955740384701433,retained
3.193548387096774,0.2745161290322581,1.8121015330677546,retained
3.193548387096774,0.29612903225806453,1.6875746097162287,retained
3.193548387096774,0.317741935483871,1.5788058552416144,retained
3.193548387096774,0.3393548387096775,1.4831346168478785,retained
3.193548387096774,0.3609677419354839,1.3984344406988785,retained
3.193548387096774,0.38258064516129037,1.3229932175835784,retained
3.193548387096774,0.4041935483870968,1.2554223079361821,retained
3.193548387096774,0.42580645161290326,1.1945872630039451,retained
3.193548387096774,0.4474193548387097,1.1395547122938026,retained
3.193548387096774,0.46903225806451615,1.0895514093926082,retained
3.193548387096774,0.4906451612903226,1.0439324664577057,retained
3.193548387096774,0.512258064516129,1.0021565680604685,retained
3.193548387096774,0.5338709677419355,0.9637665138201658,weak_or_lost
3.193548387096774,0.555483870967742,0.9283738512876623,weak_or_lost
3.193548387096774,0.5770967741935484,0.8956466654729615,weak_or_lost
3.193548387096774,0.5987096774193549,0.8652998179551958,weak_or_lost
3.193548387096774,0.6203225806451613,0.8370870974925944,weak_or_lost
3.193548387096774,0.6419354838709678,0.8107948706140437,weak_or_lost
3.193548387096774,0.6635483870967742,0.7862369158769016,weak_or_lost
3.193548387096774,0.6851612903225807,0.7632501974059622,weak_or_lost
3.193548387096774,0.7067741935483871,0.7416913879222822,weak_or_lost
3.193548387096774,0.7283870967741936,0.7214339930992791,weak_or_lost
3.193548387096774,0.75,0.7023659609765269,weak_or_lost
3.532258064516129,0.08,4.921085537854563,retained
3.532258064516129,0.10161290322580646,4.228708655823037,retained
3.532258064516129,0.12322580645161291,3.68096957514572,retained
3.532258064516129,0.14483870967741935,3.242341881492964,retained
3.532258064516129,0.1664516129032258,2.886827074110467,retained
3.532258064516129,0.18806451612903224,2.595257760014067,retained
3.532258064516129,0.20967741935483875,2.3533919258747926,retained
3.532258064516129,0.2312903225806452,2.150560367424438,retained
3.532258064516129,0.25290322580645164,1.978702218086833,retained
3.532258064516129,0.2745161290322581,1.8316737647419667,retained
3.532258064516129,0.29612903225806453,1.7047504605127428,retained
3.532258064516129,0.317741935483871,1.5942660927079826,retained
3.532258064516129,0.3393548387096775,1.497349760476504,retained
3.532258064516129,0.3609677419354839,1.4117329395747547,retained
3.532258064516129,0.38258064516129037,1.335607025796943,retained
3.532258064516129,0.4041935483870968,1.267517430731655,retained
3.532258064516129,0.42580645161290326,1.2062842957169144,retained
3.532258064516129,0.4474193548387097,1.1509427047065512,retained
3.532258064516129,0.46903225806451615,1.1006972689733956,retained
3.532258064516129,0.4906451612903226,1.0548873722480832,retained
3.532258064516129,0.512258064516129,1.0129603751689253,retained
3.532258064516129,0.5338709677419355,0.974450802137525,weak_or_lost
3.532258064516129,0.555483870967742,0.938964055293204,weak_or_lost
3.532258064516129,0.5770967741935484,0.9061635778776091,weak_or_lost
3.532258064516129,0.5987096774193549,0.8757606639580735,weak_or_lost
3.532258064516129,0.6203225806451613,0.8475063124090318,weak_or_lost
3.532258064516129,0.6419354838709678,0.8211846708371965,weak_or_lost
3.532258064516129,0.6635483870967742,0.796607724452325,weak_or_lost
3.532258064516129,0.6851612903225807,0.7736109662148706,weak_or_lost
3.532258064516129,0.7067741935483871,0.7520498454570012,weak_or_lost
3.532258064516129,0.7283870967741936,0.7317968379956892,weak_or_lost
3.532258064516129,0.75,0.7127390154611433,weak_or_lost
3.8709677419354835,0.08,5.1252238956048375,retained
3.8709677419354835,0.10161290322580646,4.365181934249577,retained
3.8709677419354835,0.12322580645161291,3.7739419791265276,retained
3.8709677419354835,0.14483870967741935,3.307240587501296,retained
3.8709677419354835,0.1664516129032258,2.9335194853464763,retained
3.8709677419354835,0.18806451612903224,2.6300705928292123,retained
3.8709677419354835,0.20967741935483875,2.3803946018734794,retained
3.8709677419354835,0.2312903225806452,2.172381108976644,retained
3.8709677419354835,0.25290322580645164,1.9970473165261426,retained
3.8709677419354835,0.2745161290322581,1.8476582723794255,retained
3.8709677419354835,0.29612903225806453,1.7191090407893508,retained
3.8709677419354835,0.317741935483871,1.6074876712583834,retained
3.8709677419354835,0.3393548387096775,1.5097636911016907,retained
3.8709677419354835,0.3609677419354839,1.42356428845198,retained
3.8709677419354835,0.38258064516129037,1.347012159846658,retained
3.8709677419354835,0.4041935483870968,1.2786070225547521,retained
3.8709677419354835,0.42580645161290326,1.2171382713176242,retained
3.8709677419354835,0.4474193548387097,1.1616200177146503,retained
3.8709677419354835,0.46903225806451615,1.1112423413702035,retained
3.8709677419354835,0.4906451612903226,1.0653343778929953,retained
3.8709677419354835,0.512258064516129,1.0233361199388396,retained
3.8709677419354835,0.5338709677419355,0.9847766852049211,weak_or_lost
3.8709677419354835,0.555483870967742,0.9492574241392403,weak_or_lost
3.8709677419354835,0.5770967741935484,0.9164386796329398,weak_or_lost
3.8709677419354835,0.5987096774193549,0.8860293250953596,weak_or_lost
3.8709677419354835,0.6203225806451613,0.8577784333925954,weak_or_lost
3.8709677419354835,0.6419354838709678,0.831468592987089,weak_or_lost
3.8709677419354835,0.6635483870967742,0.8069105072246472,weak_or_lost
3.8709677419354835,0.6851612903225807,0.7839386006561895,weak_or_lost
3.8709677419354835,0.7067741935483871,0.7624074214086001,weak_or_lost
3.8709677419354835,0.7283870967741936,0.7421886772002817,weak_or_lost
3.8709677419354835,0.75,0.7231687790968707,weak_or_lost
4.209677419354838,0.08,5.301138775197399,retained
4.209677419354838,0.10161290322580646,4.478857719395919,retained
4.209677419354838,0.12322580645161291,3.8492145098268065,retained
4.209677419354838,0.14483870967741935,3.358708422569357,retained
4.209677419354838,0.1664516129032258,2.9701444752517863,retained
4.209677419354838,0.18806451612903224,2.6573715622717775,retained
4.209677419354838,0.20967741935483875,2.4017842931493183,retained
4.209677419354838,0.2312903225806452,2.1899814421779333,retained
4.209677419354838,0.25290322580645164,2.012186961796153,retained
4.209677419354838,0.2745161290322581,1.8611767087624045,retained
4.209677419354838,0.29612903225806453,1.7315426817088375,retained
4.209677419354838,0.317741935483871,1.6191840617712603,retained
4.209677419354838,0.3393548387096775,1.5209517865322824,retained
4.209677419354838,0.3609677419354839,1.4343978752984783,retained
4.209677419354838,0.38258064516129037,1.3575968182633251,retained
4.209677419354838,0.4041935483870968,1.2890169757257335,retained
4.209677419354838,0.42580645161290326,1.2274269989236815,retained
4.209677419354838,0.4474193548387097,1.171827007088939,retained
4.209677419354838,0.46903225806451615,1.1213974330471017,retained
4.209677419354838,0.4906451612903226,1.0754606023971967,retained
4.209677419354838,0.512258064516129,1.0334515802081554,retained
4.209677419354838,0.5338709677419355,0.9948958290853421,weak_or_lost
4.209677419354838,0.555483870967742,0.9593919222897588,weak_or_lost
4.209677419354838,0.5770967741935484,0.9265980444976232,weak_or_lost
4.209677419354838,0.5987096774193549,0.896221357193565,weak_or_lost
4.209677419354838,0.6203225806451613,0.8680095503672388,weak_or_lost
4.209677419354838,0.6419354838709678,0.8417440775022312,weak_or_lost
4.209677419354838,0.6635483870967742,0.8172346975508182,weak_or_lost
4.209677419354838,0.6851612903225807,0.7943150399452961,weak_or_lost
4.209677419354838,0.7067741935483871,0.7728389765898821,weak_or_lost
4.209677419354838,0.7283870967741936,0.7526776351045735,weak_or_lost
4.209677419354838,0.75,0.7337169252046051,weak_or_lost
4.548387096774194,0.08,5.452443312409209,retained
4.548387096774194,0.10161290322580646,4.573405726354995,retained
4.548387096774194,0.12322580645161291,3.9101627609384892,retained
4.548387096774194,0.14483870967741935,3.3996615102983516,retained
4.548387096774194,0.1664516129032258,2.999117815311629,retained
4.548387096774194,0.18806451612903224,2.679106110995726,retained
4.548387096774194,0.20967741935483875,2.419099102910154,retained
4.548387096774194,0.2312903225806452,2.2045646001306256,retained
4.548387096774194,0.25290322580645164,2.025058660043933,retained
4.548387096774194,0.2745161290322581,1.8729608266630247,retained
4.548387096774194,0.29612903225806453,1.7426264485492184,retained
4.548387096774194,0.317741935483871,1.629812229825963,retained
4.548387096774194,0.3393548387096775,1.5312824190713104,retained
4.548387096774194,0.3609677419354839,1.444535584231747,retained
4.548387096774194,0.38258064516129037,1.3676127127335707,retained
4.548387096774194,0.4041935483870968,1.2989607472259916,retained
4.548387096774194,0.42580645161290326,1.2373343285711729,retained
4.548387096774194,0.4474193548387097,1.1817241711332969,retained
4.548387096774194,0.46903225806451615,1.1313042158304965,retained
4.548387096774194,0.4906451612903226,1.0853921759210012,retained
4.548387096774194,0.512258064516129,1.0434197445433566,retained
4.548387096774194,0.5338709677419355,1.0049098513279742,retained
4.548387096774194,0.555483870967742,0.9694591188122822,weak_or_lost
4.548387096774194,0.5770967741935484,0.9367241957105512,weak_or_lost
4.548387096774194,0.5987096774193549,0.9064110105925146,weak_or_lost
4.548387096774194,0.6203225806451613,0.8782662473155978,weak_or_lost
4.548387096774194,0.6419354838709678,0.8520705267045802,weak_or_lost
4.548387096774194,0.6635483870967742,0.8276329103869827,weak_or_lost
4.548387096774194,0.6851612903225807,0.8047864379084454,weak_or_lost
4.548387096774194,0.7067741935483871,0.7833844778998571,weak_or_lost
4.548387096774194,0.7283870967741936,0.7632977254856191,weak_or_lost
4.548387096774194,0.75,0.7444117164222506,weak_or_lost
4.887096774193548,0.08,5.582316516664429,retained
4.887096774193548,0.10161290322580646,4.651914940753307,retained
4.887096774193548,0.12322580645161291,3.9595137388069426,retained
4.887096774193548,0.14483870967741935,3.4323665961114065,retained
4.887096774193548,0.1664516129032258,3.022251188882634,retained
4.887096774193548,0.18806451612903224,2.6966863170093536,retained
4.887096774193548,0.20967741935483875,2.4334237806174666,retained
4.887096774193548,0.2312903225806452,2.2169589725107466,retained
4.887096774193548,0.25290322580645164,2.0362959372993013,retained
4.887096774193548,0.2745161290322581,1.8834988846373266,retained
4.887096774193548,0.29612903225806453,1.7527415118795484,retained
4.887096774193548,0.317741935483871,1.6396747208225009,retained
4.887096774193548,0.3393548387096775,1.5410002535099654,retained
4.887096774193548,0.3609677419354839,1.454179083009549,retained
4.887096774193548,0.38258064516129037,1.3772290843611283,retained
4.887096774193548,0.4041935483870968,1.3085826185124565,retained
4.887096774193548,0.42580645161290326,1.246984852152355,retained
4.887096774193548,0.4474193548387097,1.191420144483243,retained
4.887096774193548,0.46903225806451615,1.1410580306070788,retained
4.887096774193548,0.4906451612903226,1.0952130686532264,retained
4.887096774193548,0.512258064516129,1.0533146222567376,retained
4.887096774193548,0.5338709677419355,1.0148838529821784,retained
4.887096774193548,0.555483870967742,0.9795160085577969,weak_or_lost
4.887096774193548,0.5770967741935484,0.9468666462758947,weak_or_lost
4.887096774193548,0.5987096774193549,0.9166408129434355,weak_or_lost
4.887096774193548,0.6203225806451613,0.8885844694982747,weak_or_lost
4.887096774193548,0.6419354838709678,0.8624776367548459,weak_or_lost
4.887096774193548,0.6635483870967742,0.8381288732176861,weak_or_lost
4.887096774193548,0.6851612903225807,0.8153707929440844,weak_or_lost
4.887096774193548,0.7067741935483871,0.7940564021934962,weak_or_lost
4.887096774193548,0.7283870967741936,0.7740560857049297,weak_or_lost
4.887096774193548,0.75,0.7552551121765002,weak_or_lost
5.225806451612903,0.08,5.693550680766707,retained
5.225806451612903,0.10161290322580646,4.716983770231357,retained
5.225806451612903,0.12322580645161291,3.9994712009123217,retained
5.225806451612903,0.14483870967741935,3.4585884272937246,retained
5.225806451612903,0.1664516129032258,3.0409076956496532,retained
5.225806451612903,0.18806451612903224,2.711142857848849,retained
5.225806451612903,0.20967741935483875,2.445529979450969,retained
5.225806451612903,0.2312903225806452,2.227742004927487,retained
5.225806451612903,0.25290322580645164,2.0463341179214796,retained
5.225806451612903,0.2745161290322581,1.8931235938604403,retained
5.225806451612903,0.29612903225806453,1.762146812324566,retained
5.225806451612903,0.317741935483871,1.6489772201329527,retained
5.225806451612903,0.3393548387096775,1.5502720617102483,retained
5.225806451612903,0.3609677419354839,1.463466152645665,retained
5.225806451612903,0.38258064516129037,1.3865615592772988,retained
5.225806451612903,0.4041935483870968,1.317980776971295,retained
5.225806451612903,0.42580645161290326,1.256462594481937,retained
5.225806451612903,0.4474193548387097,1.2009870930223163,retained
5.225806451612903,0.46903225806451615,1.150720831723666,retained
5.225806451612903,0.4906451612903226,1.104976226282252,retained
5.225806451612903,0.512258064516129,1.0631810496048921,retained
5.225806451612903,0.5338709677419355,1.0248552499942039,retained
5.225806451612903,0.555483870967742,0.9895931284587862,weak_or_lost
5.225806451612903,0.5770967741935484,0.9570494893404502,weak_or_lost
5.225806451612903,0.5987096774193549,0.9269287710898078,weak_or_lost
5.225806451612903,0.6203225806451613,0.8989764367151224,weak_or_lost
5.225806451612903,0.6419354838709678,0.8729720951779049,weak_or_lost
5.225806451612903,0.6635483870967742,0.8487239614571368,weak_or_lost
5.225806451612903,0.6851612903225807,0.8260643612162369,weak_or_lost
5.225806451612903,0.7067741935483871,0.8048460574720893,weak_or_lost
5.225806451612903,0.7283870967741936,0.7849392292094504,weak_or_lost
5.225806451612903,0.75,0.7662289708976192,weak_or_lost
5.564516129032258,0.08,5.788594449426566,retained
5.564516129032258,0.10161290322580646,4.770796441490951,retained
5.564516129032258,0.12322580645161291,4.0318165345652055,retained
5.564516129032258,0.14483870967741935,3.4797030159060434,retained
5.564516129032258,0.1664516129032258,3.0561162569215665,retained
5.564516129032258,0.18806451612903224,2.723232234658529,retained
5.564516129032258,0.20967741935483875,2.455971336866061,retained
5.564516129032258,0.2312903225806452,2.237321061457216,retained
5.564516129032258,0.25290322580645164,2.0554769653439777,retained
5.564516129032258,0.2745161290322581,1.9020657908656324,retained
5.564516129032258,0.29612903225806453,1.7710216260834877,retained
5.564516129032258,0.317741935483871,1.6578620299841484,retained
5.564516129032258,0.3393548387096775,1.5592130170940888,retained
5.564516129032258,0.3609677419354839,1.4724914580574682,retained
5.564516129032258,0.38258064516129037,1.39568876068646,retained
5.564516129032258,0.4041935483870968,1.3272208486276997,retained
5.564516129032258,0.42580645161290326,1.2658222939772816,retained
5.564516129032258,0.4474193548387097,1.210470361650476,retained
5.564516129032258,0.46903225806451615,1.1603296565378678,retained
5.564516129032258,0.4906451612903226,1.1147111904823817,retained
5.564516129032258,0.512258064516129,1.0730416970009702,retained
5.564516129032258,0.5338709677419355,1.0348403349403903,retained
5.564516129032258,0.555483870967742,0.9997007928820667,weak_or_lost
5.564516129032258,0.5770967741935484,0.9672773918511076,weak_or_lost
5.564516129032258,0.5987096774193549,0.9372741836416016,weak_or_lost
5.564516129032258,0.6203225806451613,0.9094363186898744,weak_or_lost
5.564516129032258,0.6419354838709678,0.8835431513870604,weak_or_lost
5.564516129032258,0.6635483870967742,0.8594026884462485,weak_or_lost
5.564516129032258,0.6851612903225807,0.8368470849071029,weak_or_lost
5.564516129032258,0.7067741935483871,0.8157289642863098,weak_or_lost
5.564516129032258,0.7283870967741936,0.7959183922145243,weak_or_lost
5.564516129032258,0.75,0.7773003720999101,weak_or_lost
5.903225806451613,0.08,5.86959177024815,retained
5.903225806451613,0.10161290322580646,4.815187717269528,retained
5.903225806451613,0.12322580645161291,4.057990026022036,retained
5.903225806451613,0.14483870967741935,3.4967848461916353,retained
5.903225806451613,0.1664516129032258,3.0686560307220883,retained
5.903225806451613,0.18806451612903224,2.7335127572006828,retained
5.903225806451613,0.20967741935483875,2.465148341377175,retained
5.903225806451613,0.2312903225806452,2.2459866929058276,retained
5.903225806451613,0.25290322580645164,2.063939238649248,retained
5.903225806451613,0.2745161290322581,1.9104878396531444,retained
5.903225806451613,0.29612903225806453,1.7794915584715914,retained
5.903225806451613,0.317741935483871,1.6664283047375879,retained
5.903225806451613,0.3393548387096775,1.5679025896119452,retained
5.903225806451613,0.3609677419354839,1.4813192469900451,retained
5.903225806451613,0.38258064516129037,1.404662694677762,retained
5.903225806451613,0.4041935483870968,1.3363446296603994,retained
5.903225806451613,0.42580645161290326,1.2750969590562675,retained
5.903225806451613,0.4474193548387097,1.2198951974175338,retained
5.903225806451613,0.46903225806451615,1.1699027557842319,retained
5.903225806451613,0.4906451612903226,1.1244298042049432,retained
5.903225806451613,0.512258064516129,1.0829024657218267,retained
5.903225806451613,0.5338709677419355,1.0448394462199302,retained
5.903225806451613,0.555483870967742,1.009834092169996,retained
5.903225806451613,0.5770967741935484,0.9775404629000285,weak_or_lost
5.903225806451613,0.5987096774193549,0.9476624085028021,weak_or_lost
5.903225806451613,0.6203225806451613,0.9199449236729781,weak_or_lost
5.903225806451613,0.6419354838709678,0.8941672431628263,weak_or_lost
5.903225806451613,0.6635483870967742,0.8701372830962358,weak_or_lost
5.903225806451613,0.6851612903225807,0.84768713183956,weak_or_lost
5.903225806451613,0.7067741935483871,0.8266693663540683,weak_or_lost
5.903225806451613,0.7283870967741936,0.8069540229768587,weak_or_lost
5.903225806451613,0.75,0.7884260908994767,weak_or_lost
6.241935483870967,0.08,5.938416991073864,retained
6.241935483870967,0.10161290322580646,4.851697695469631,retained
6.241935483870967,0.12322580645161291,4.0791563837093765,retained
6.241935483870967,0.14483870967741935,3.5106741397187338,retained
6.241935483870967,0.1664516129032258,3.0791188835201493,retained
6.241935483870967,0.18806451612903224,2.7423986422008158,retained
6.241935483870967,0.20967741935483875,2.473352902974027,retained
6.241935483870967,0.2312903225806452,2.2539481065375013,retained
6.241935483870967,0.25290322580645164,2.0718743062170986,retained
6.241935483870967,0.2745161290322581,1.9185049060822017,retained
6.241935483870967,0.29612903225806453,1.7876449439307256,retained
6.241935483870967,0.317741935483871,1.674744833795509,retained
6.241935483870967,0.3393548387096775,1.5763947137599612,retained
6.241935483870967,0.3609677419354839,1.489991662104695,retained
6.241935483870967,0.38258064516129037,1.4135157600109782,retained
6.241935483870967,0.4041935483870968,1.3453761866665856,retained
